date,id,content,username,like,retweet,sentiment
2023-05-18 22:47:23+00:00,1659329865890537472,"@angin_palsu Devinisi orang tolol. Badminton tampil level dunia sering juara. Level sea games mah ecek2 buat badminton, langganan emas. Coba itu sepakbola lolos pildun jalur giveaway aja gagal 😅 level asean aja mesti nunggu puluhan tahun juara duh 🤣",randyrally,20,1,Negative
2023-05-18 22:44:22+00:00,1659329107510071296,"@AchmadFauzi1406 @PSSI Lain kali Sea Games atau kompetisi sejenis nggak usah ikutkan cabor yang lain, cukup sepak bola saja yang katanya lebih berpamor dan bernilai jual. Giliran cabor dapat emas, ikut-ikut ngakuin ""Indonesia peringkat sekian dan sekian"" 🙃",bakso_kanji,0,0,Positive
2023-05-18 22:41:51+00:00,1659328472131731458,"@Paltiwest Beda perlakuannya dengan yg banyak dapat medali emas dengan yg hanya dapat 1 medali emas, semoga kedepan untuk tampil di even resmi dunia tidak hanya mengandalkan tampil dari dapat jatah  sebagai tuan rumah,  tapi dr persaingan  prestasi, selamat untuk PSSI juara sea games",ISumanata,2,1,Positive
2023-05-18 22:40:57+00:00,1659328247480602624,"@Scyeast @vioUul @tasyaasyii Ya krn turnamen timnas di sepakbola kan jarang juga, sea games aja 2 tahun sekali, piala asia dan dunia 4 tahun sekali. Sekali nggak juara ya nunggunya lama.",mas_ich,0,0,Positive
2023-05-18 22:37:45+00:00,1659327440081272832,"@TheIndoLad @idextratime Bener, menang sea games berasa menang AFF atau pildun 🤣🤣🤣🤣🏃‍♂️",only_cryto,1,0,Positive
2023-05-18 22:37:38+00:00,1659327412478578690,"Cabor sea games lain mana bsa dpt privilege spt ini. Alasannya jelas sepak bola sangat populer, dan selalu jadi kendaraan politik yang lezat. 😂",ttirusaru,0,0,Positive
2023-05-18 22:37:35+00:00,1659327401250390017,"Timnas Indonesia U-22 banjir pujian usai sabet medali emas SEA Games 2023 .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/LiPl4sbDnK",okezonenews,7,0,Neutral
2023-05-18 22:32:11+00:00,1659326040500740097,"@sbtmskn Mungkin masalahnya, Sea Games itu terdiri dari berbagai cabor, nggak cuman sepak bola. Beda sama Uber dan Thomas, cuman 1 cabor saja, mosok ya menang Uber Thomas cabor hoki indoor, wushu, sepak bola ikutan dalam arakan? 🙂🤔",bakso_kanji,0,0,Neutral
2023-05-18 22:32:06+00:00,1659326020443602950,"Acara Kirab Juara para atlet SEA Games 2023 Indonesia akan dilaksanakan pada Jumat (19/5) pagi pukul 08.00 WIB, dengan start dari kantor Kemenpora.  https://t.co/ifh7MAp37L",kompascom,5,2,Neutral
2023-05-18 22:29:06+00:00,1659325262843236352,"@rererayendras @PBPRSI Aku khawatir Indonesia bisa jeblok di sea games berikutnya, karena udah difokuskan ke cabor olimpiade. Sejauh ini cabor olimpiade di mana Indonesia bisa beneran bersaing cuma badminton, menembak, angkat besi, dan panahan.",alfinfbasundoro,1,0,Positive
2023-05-18 22:28:01+00:00,1659324993837338624,Jadwal dan Rute Kirab Juara Atlet Indonesia di SEA Games 2023 Pagi Ini https://t.co/4u2tDR45V6,KompasBola,1,0,Neutral
2023-05-18 22:26:47+00:00,1659324681596588033,kayaknya menang sepakbola tuh seperti jd juara umum sea games.. mungkin karena cabor favorit,FulanMcBastard,0,0,Positive
2023-05-18 22:26:43+00:00,1659324666102816769,@NarasiNewsroom masa jabatan = nunggu timnas juara sea games,yudagilang,0,0,Neutral
2023-05-18 22:23:24+00:00,1659323829502771200,waktu thomas cup? waktu batc? sea games juga menang emas men’s teamnya?,pringlesakusuka,0,0,Positive
2023-05-18 22:22:58+00:00,1659323720115326977,Prabowo disebut menyampaikan selamat kepada Erick yang juga Ketua PSSI atas prestasi timnas meraih emas di Sea Games 2023. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo,RitaOktavina,0,0,Positive
2023-05-18 22:20:57+00:00,1659323214785396736,"Tim U-22 Indonesia telah membasuh 32 tahun dahaga prestasi sekaligus melipur lara sepak bola lewat raihan medali emas di SEA Games Kamboja 2023. Namun, capaian bersejarah itu jangan sampai menimbulkan euforia berlebihan. #Olahraga #AdadiKompas 

https://t.co/XByFys6OW1",hariankompas,4,3,Negative
2023-05-18 22:20:00+00:00,1659322973222731777,"Timnas Indonesia U-22 raih emas SEA Games 2023, Luis Milla ikut senang!
https://t.co/m1ZgHD1jNs",Bolanet,10,1,Positive
2023-05-18 22:18:13+00:00,1659322526626086913,"@JCSajeed @KEMENPORA_RI Itu udah ada tulisannya bang ((Kontingen Sea Games 2023)), engga mungkin sepak bola doang",snnyxyde,2,0,Negative
2023-05-18 22:15:23+00:00,1659321812835254273,"Imbas Keributan di Final Sepak bola SEA Games, Yuttana Yimkarun Mengundurkan Diri https://t.co/HrdjaomokM @Changsuek_TH #TImnasday  #Indonesia #SEAGames2023 #Cambodia2023 #Thailand",JTK_15,0,0,Neutral
2023-05-18 22:13:23+00:00,1659321309506211840,"@idextratime Oh gitu ya hitung medalinya.....harusnya kemarin Indo juara umum sea games dong ? 86 + 30 kan 116 belum lagi volly, basket.dll",sulaimanariefst,0,0,Positive
2023-05-18 22:13:14+00:00,1659321271006662656,"Kepolisian Negara Republik Indonesia
mengucapkan

Selamat atas perolehan medali emas Tim Nasional Sepak Bola Indonesia U-22 pada SEA Games 2023 Kamboja

https://t.co/vebrXpzHWX",edisusa41426903,0,0,Neutral
2023-05-18 22:12:39+00:00,1659321125367848962,"Deretan Cabor Cetak Sejarah, Juara Umum dan Pecahkan Rekor SEA Games 2023 https://t.co/TfBTdzeU23",Beritasatu,4,1,Neutral
2023-05-18 22:12:01+00:00,1659320966600876032,@stefanyvonne Badminton kalo cuma level sea games mau diarak mah maluu..,kaikadwip,0,0,Positive
2023-05-18 22:11:26+00:00,1659320820408422400,"@sintasnap Terus kenapa? Itu juga sebuah pencapaian dan tidak mudah sampai di titik itu. Layak lah kita merayakan keberhasilan itu. Emas bola sea games juga gak semua bisa dapet itu. Argentina, Perancis, Brazil, Italia aja gak pernah dan gak akan bisa dapet emas di sea games.",Suparisme_,0,0,Positive
2023-05-18 22:10:24+00:00,1659320558436368384,"Timnas U-22 Indonesia telah kembali ke Tanah Air usai berlaga di SEA Games 2023 Kamboja dengan mengalungi medali emas.

https://t.co/1owgBpHtOf",tvrinewscom,1,0,Neutral
2023-05-18 22:10:24+00:00,1659320558167937024,"Judoka Bhayangkara Peraih Medali SEA Games 2023

Tiga personel Polri tergabung dalam timnas cabang olahraga judo telah berhasil menyumbangkan perolehan medali untuk Indonesia pada ajang SEA Games 2023 di Kamboja.
https://t.co/OoSbHQ9GhU",edisusa41426903,0,0,Neutral
2023-05-18 22:09:29+00:00,1659320326155796481,"Bhayangkara Dalam Timnas Garuda.

Bripda Titan Agung Bagus Fawwazi, seorang anggota Polri yang juga merupakan atlet sepak bola peraih medali emas pada Sea Games 2023 .

https://t.co/Br0y6ZKOZv",edisusa41426903,0,0,Positive
2023-05-18 22:06:02+00:00,1659319459268673538,"[POPULER MONEY] Mendag Zulhas: Masuk El Nino, Jangan Kaget Harga Pangan Naik | Pemerintah Siapkan Bonus Rp 275 Miliar untuk Penerima Medali SEA Games https://t.co/EvIXphNyZm",KompasEkonomi,0,0,Positive
2023-05-18 22:05:27+00:00,1659319313394970625,"@ardynshufi Maksud saya memang ga bilang pundit diatas mencaci tapi hanya kritik dari selebrasi Marsel yang di ruang ganti itu, yg dimaksud mencaci itu adalah atmosfer sebagian warga twitter setelah dpt emas di Sea Games kmrn contoh bisa byk ditemukan di kolom komentar twit dibawah..",BonekNetijen,1,0,Negative
2023-05-18 22:03:34+00:00,1659318836821385218,"Kontingen Indonesia Sukses Cetak Rekor, Sejarah, dan Catakan Juara Umum di SEA Games 2023 Kamboja https://t.co/PulCBbKDFe",tvOneNews,5,2,Positive
2023-05-18 22:03:27+00:00,1659318808698585090,"Diskriminasi.
Bukan hanya bidang hukum, olahragapun demikian.
Badminton level dunia....santuy
Sepakbola level sea games , serasa buat sejarah dunia.
Juara dunia...santuy.
Juara sea games diarak ibu kota.",Sapuran6,0,0,Neutral
2023-05-18 22:00:10+00:00,1659317984807243776,"Soal Aksi Lempar Medali dan Maskot SEA Games ke Penonton, Begini Penjelasan Jonathan Khemdee https://t.co/J2LR4lG0Zo #JonathanKhemdee #KlarifikasiKhemdee #LemparMedali #SeaGames2023",fajaronline,0,0,Neutral
2023-05-18 22:00:01+00:00,1659317946349416448,"Jadwal Timnas Indonesia: Juara SEA Games 2023 beres, selanjutnya persiapan Asian Games!
https://t.co/z8VyWQopZB",Bolanet,0,0,Neutral
2023-05-18 21:59:48+00:00,1659317890003390465,"@idextratime @PSSI Berlebihan Cok ini acara sea games yg dapat emas bukan hanya sepak bola,kalo mau rayain mending rayain semua yg dapat emas",YUSUF50585288,0,0,Positive
2023-05-18 21:59:42+00:00,1659317866162962432,"@jingggakelana @ardynshufi Memang ga papa, gak ada yg ga bolehin.. dan cacian bukan di tujukan ke Ardy nya tapi ke atmosfer twitter soal medali emas timnas di Sea Games kemarin,",BonekNetijen,2,0,Positive
2023-05-18 21:57:25+00:00,1659317291077758976,Wkwkkw arak-arakan iku lek menang sea games e. Iki menang satu cabor kok koyo ngunu,azamput,0,0,Positive
2023-05-18 21:55:53+00:00,1659316903423410176,Bacaan Jumat pagi --&gt; Jejak Muhammadiyah dalam Emas Sepakbola SEA Games 2023 https://t.co/Bc6UPXYsdH,fajarjun,15,6,Neutral
2023-05-18 21:55:34+00:00,1659316826747326468,@katakuntukamu @txtdrdinmasjid Penantian 32 tahun. Wkwkwk. Gw yg hidup selama penantian 32 tahun dan fans bola masih merasa atensi yg didapat bola berlebihan. Cuma 1 emas Sea Games. Yg dari dulu memang wasitny selalu mendukung tuan rumah. Ok lah akhirny menang lawan thailand. Tp kan ini U-23. Wkwk,priyono_fpr,3,0,Positive
2023-05-18 21:53:29+00:00,1659316302631108609,"Jadi sepak bola juara seagames ini hrsnya jdi semangt buat lebih baik dri penyelenggaraan, pembinaan, dll

Gak main2 selain nggabisin duit negara dripada cabor lain, 135 nyawaaaa lhooo yg smpe saat ini blm dpt keadilan",KakDhoh,1,0,Neutral
2023-05-18 21:52:27+00:00,1659316039384207360,"- Final SEA Games ✅
- Semifinal UEL ❌
- Tiket Coldplay ❔

Setelah deg-deg ser di dua match timnas dan Juve, Yuk ah sekarang fokus tiket Coldplay. 💪💪💪",PaundraJuve,0,0,Neutral
2023-05-18 21:51:12+00:00,1659315726174531584,"Bermain Kompak dengan Ananda Raehan, Gelandang Timnas SEA Games Layak Main di Liga Champions Bersama PSM 
https://t.co/vAWRFqUxtP",TimurkotaCom,0,0,Neutral
2023-05-18 21:48:10+00:00,1659314963675070465,"@darryllew @sbtmskn Sya pikir gak perlu lah terlalu dibesarkan juara SeaGames. Iya hargai, bangga, harusnya motivasi buat lebih baik prestasinya. Mana nggabisin duit negara dari pada cabor lain.
Bayangin juara SG diarak, dibesarkn, tpi lupa negara telah membiarkan bgitu sj 135 nyawa krna spak bola.",KakDhoh,1,0,Positive
2023-05-18 21:47:02+00:00,1659314680228368385,"Pulang dari SEA Games 2023, Timnas Indonesia U-22 Disambut Lautan Manusia di Bandara Soekarno-Hatta https://t.co/5zLu7hk1bs",BintangJersey,0,0,Neutral
2023-05-18 21:45:16+00:00,1659314233564344322,@txtdrdinmasjid Bener banget sih. Overhype udah jadi DNA nya warga negara Indonesia. Padahal cm seagames. Pas level Asia megap2...,vkvrly,0,0,Positive
2023-05-18 21:44:55+00:00,1659314143760121856,Atlet Asal Kabupaten Bekasi Sumbang 14 Medali SEA Games 2023 https://t.co/9yaMF6GpVM,Beritasatu,4,0,Neutral
2023-05-18 21:44:04+00:00,1659313931217928192,"SapaNusa - #newsupdate

Tim 'Garuda Nusantra' berhasil menang 5-2 dengan Thailand U-22 pada final yang berlangsung di Stadion Nasional Olimpiade, Phnom Penh, Kamboja.

#timnasindonesia #timnas #seagames #seagames2023 #medaliemas #indonesiavsthailand #sepakbola #beritaolahraga https://t.co/zubkfu4zMY",warga_nusa,0,0,Neutral
2023-05-18 21:42:03+00:00,1659313425833676800,"Tiba di Jakarta Dini Hari, Timnas U-22 Akan Diarak di Sekitar HI Mulai Pukul 08.00 WIB @joswito https://t.co/M0ubxoSs17 #Timnasday #SEAgames #TimnasU22",wito_karyono,2,1,Positive
2023-05-18 21:41:13+00:00,1659313215988469760,@juventusfcid Udah unggul duluan...peluang banyak depan gawang...tapi tetap kalah...ngk rezeki ato emang Juve nya ngk pengen juara...2 gol membiarkan pemain lawan cetak gol mudah😪...untung timnas dapat emas seagames🥇...jadi ngk baper amat lah kegagalan Juve🤭 #FinoAllaFine #ForzaJuve,RismanSyaif48,0,0,Positive
2023-05-18 21:39:35+00:00,1659312802018865152,"Atlet asal Provinsi Nusa Tenggara Barat (NTB) berhasil menyumbang delapan medali untuk kontingen Indonesia di Sea Games Kamboja 2023. Depalan medali tersebut terdiri dari tiga emas, dua perak, dan tiga perunggu. https://t.co/cuh67nLRQL",NTB_Prov,0,0,Negative
2023-05-18 21:37:56+00:00,1659312388858949633,"@PSSI Saya pecinta bola, tapi euforia ini berlebihan, ayolah @PSSI ini hanya sea games, no trophy.

Kalau tourneynya sekelas aff atau asian cup atau lolos piala dunia okelah.

Ya, semoga kedepannya bisa lebih baik lagi dan konsisten berprestasi",QueenSilvia100,26,4,Positive
2023-05-18 21:37:21+00:00,1659312242561781760,"Ni wasit sea games harusnya kek wasit uel ni, udh lewat injury time udh full time, bukannya malah free kick 😭😭",bettercallquill,0,0,Positive
2023-05-18 21:31:05+00:00,1659310666144989187,@JaohariLatif SC sama Uber udah lama. Thomas 2 tahun lalu dpt. Yg masih anget Sea Games dpt 😄,DddikeE,0,0,Negative
2023-05-18 21:31:00+00:00,1659310643722240002,Jejak Muhammadiyah dalam Emas Sepakbola SEA Games 2023 https://t.co/Bc6UPXXUo9 via @muhammadiyah,fajarjun,8,5,Neutral
2023-05-18 21:28:12+00:00,1659309939666440193,@Mutiara35111980 @KEMENPORA_RI sorry bukannya ini kemenpora mau kirab bareng seluruh atlet sea games?,byninshine,0,0,Negative
2023-05-18 21:27:45+00:00,1659309824390078469,Sprinter Indonesia Lalu Muhammad Zohri mengalami cedera saat bertanding di SEA Games Kamboja 2023. Bagaimana kondisinya saat ini? https://t.co/thbOpnh9ji,detiksport,1,0,Neutral
2023-05-18 21:26:20+00:00,1659309467710939137,@BadmintonTalk Sea games udh selesai... Lisa SM rehan yuk terbang ke China wkwkwk,lestari_purwati,0,0,Positive
2023-05-18 21:25:18+00:00,1659309209219997696,"keributan terkocak adalah fans bola vs BL, kek hah kok bisa sih ributin ginian. fans bola menang sea games overpride banget padahal kalo dibandingin di kompetisi yang sama badminton juara umum juga loh kita, BL juga kek udah lah ngapain di tanggepin statement sampah gitu",_Hoshinokage,0,0,Positive
2023-05-18 21:21:03+00:00,1659308140134043648,"Pulang dari SEA Games 2023, Timnas Indonesia U-22 Disambut Lautan Manusia di Bandara Soekarno-Hatta https://t.co/RxMau0f5LQ",Bolanet,4,0,Neutral
2023-05-18 21:20:55+00:00,1659308106340352000,"@GOAL_ID Gak perlu..ini cuma sea games
...",Jend_Zecks,1,0,Neutral
2023-05-18 21:18:33+00:00,1659307509499285504,@wolfalone93 @UserOnly_ Kembali lagi semua keputusan itu di Tangan STY dan PSSI. Seperti statement PSSI jika setelah SEA Games U23 yg handle STY lagi dan Indra Sjafri balik lagi jadi dirtek,AdalardBanim,0,0,Neutral
2023-05-18 21:13:37+00:00,1659306269532987396,"@13th_palace @sintasnap Kayaknya lo yang ga nyampe deh mas wkwkwk. Sejak kapan sea games, asian games, dan olimpiade itu jadi perbandingan prestasi sebuah negara di sepakbola? Ke 3 event tsb event major. Jadi sekalipun juara olimpiade, ga akan pengaruh apa apa sama citra Indonesia di dunia internasional",kevinrps20,0,1,Positive
2023-05-18 21:13:33+00:00,1659306253149929482,"Bukan Thailand, Fajar Fathur Rahman Sebut Vietnam Jadi Lawan Paling Berkesan di SEA Games 2023 https://t.co/gn9DhlhT9q",KompasTV,10,3,Positive
2023-05-18 21:13:22+00:00,1659306207163846656,"Kembali perpanjang tanpa gelar. Yuk bisa yuk timnas aja 32 tahun menunggu emas Sea Games, Leverkusen 30 tahun dari gelar terakhir :) https://t.co/evsHOQUOzW",LeverkusenID,0,0,Positive
2023-05-18 21:11:48+00:00,1659305812601487360,"@EndroSugiarto99 @13th_palace @sintasnap Udah di jelasin kalo di sepakbola, event yang bergengsi bukan Asian games &amp; olimpiade. Sea games juga termasuk. Jadi kalo meme di buat untuk kritik prestasi Timnas, harusnya ga pake dua event tersebut. Kecuali kalo meme itu cuma buat julid dan sender ga mudeng sepakbola. Ya wajar",kevinrps20,0,1,Positive
2023-05-18 21:11:39+00:00,1659305774567530498,"@ardynshufi Sy tertarik dengan kalimat cara mereka memandanv event ini tentu berbeda karna mereka sudah 16 medali emas.
fokus kita dpt emas Sea games setelah 32tahun &amp; juara AFF setelah itu sy yakin kita Memandang komeptisi Sea games akan sama tidak boleh pemain senior turun kelas",MRezaforbid,1,0,Positive
2023-05-18 21:06:35+00:00,1659304498698002434,"@angin_palsu @humannnnnnn____ Kalo badminton level sea games mesti diarak, kalo menang level dunia mau digimanain? Mau lu sembah sujud sepanjang jalan?",destanuevo,0,0,Positive
2023-05-18 21:00:34+00:00,1659302985250512900,Kemenangan Timnas Indonesia U-22 di SEA Games 2023 Jadi Modal Bagus Torehkan Prestasi Berikutnya https://t.co/e3zIIpHfpX,tvOneNews,6,2,Positive
2023-05-18 21:00:21+00:00,1659302931840270336,"*Selamat kepada anggota Polri sebagai perwakilan Indonesia mendapatkan Mendali Emas Pada Sea Games Kamboja 2023*
#penerimaanpolri2023 #polriindonesia #betahpolri #penerimaanpolribetah #ssdm_polri #poldakalsel #biro_sdm_poldakalsel #bagsdm_polresbatola  
@ssdm_polri 
@biro_sdm https://t.co/zrFp6QeGFi",MuaraAnjir,0,0,Neutral
2023-05-18 21:00:01+00:00,1659302844120571904,"Timnas Sepak Bola SEA Games Diarak Keliling Jakarta

Saksikan Kabar Pagi bersama Fariz Naufal &amp; Yohanna Gabriela pukul 04.30 WIB hanya di tvOne &amp; live streaming di https://t.co/7Gr3a5LusQ

#KabarPagitvOne #CariBeritaditvOne https://t.co/x9k2myVxgG",tvOneNews,6,2,Neutral
2023-05-18 20:58:33+00:00,1659302476577906688,"Irfan Jauhari Bawa Mentalitas Sambernyawa, Cetak Gol dalam Laga Final SEA Games 2023 https://t.co/aiSp10AAnH",InfoJktCom,0,0,Neutral
2023-05-18 20:58:29+00:00,1659302459393843200,Kondisi Terkini Lalu Muhammad Zohri Usai Cedera di SEA Games 2023 https://t.co/hWxBzxUow5,20detik,1,0,Positive
2023-05-18 20:53:39+00:00,1659301243754520580,"ada ada sj warga sosmed, yg satu ribut jennie v yang satu ribut cabor bola sea games🥴",kalusyeahz,0,0,Positive
2023-05-18 20:51:34+00:00,1659300717411340288,"Timnas Indonesia U-22 Raih Emas SEA Games 2023, Luis Milla Ikut Senang: Bagus! https://t.co/NsLdxQ3cNg https://t.co/IXPbxxVD3A",RenoJulian,0,0,Positive
2023-05-18 20:45:25+00:00,1659299171122151425,"@kevinrps20 @aciial_ @stefanyvonne Udah waktu persiapannya lama begitu juga, tetep aja sulit buat juara.
*ini konteksnya di sea games sama AFF aja yak, kalo piala asia sma pildun gaush dibahas. Masih sangat jauh dari genggaman timnas kita.",PeoplePlues62,0,0,Negative
2023-05-18 20:43:07+00:00,1659298591062499329,Cinta Nayomi jadikan medali SEA Games ajang belajar untuk Asian Games [BeritaBaru] https://t.co/EPd2rwIyn0,BeritaBaru,0,0,Neutral
2023-05-18 20:39:53+00:00,1659297778328301569,"@saankies Jangan langsung di ulti minimal skill 1 dulu, gua bangga bola bisa dapet emas di sea games dan niat ikut arak2an tapi liat ada yg nyenggol cabor laen tuh gimana ya... Hello ga pernah liat berita emang wkwkwkwk",dedoysarap,0,0,Positive
2023-05-18 20:35:28+00:00,1659296667412344832,@smashkohen @wlfdeersh @txtdrdinmasjid Lo tau ga sih kalo fans bola dari dulu respect ke olahraga lain terlebih sama badminton? Ga percaya? Lo lihat akun2 fanspage bola di sea games kemarin banyak yang dukung badminton &amp; cabor lain. Bahkan update perolehan medali. Kalian juga ngelakuin hal yang sama kah? Coba  dijawab,kevinrps20,2,0,Positive
2023-05-18 20:30:45+00:00,1659295480243978240,"@punpunni Sebelum sea games juga emang sudah carter pesawat sendiri, wkwkwk kocak lu🤣🤣🤣🤣 https://t.co/a0vQENHM29",JangKasev,0,0,Positive
2023-05-18 20:25:30+00:00,1659294159440605202,Pesta arak-arak kontingen Indonesia yang berprestasi di SEA Games 2023 digelar di Jakarta. Berikut ini rute dan jadwal selengkapnya! https://t.co/B6v3Z3BmFB,detiksport,4,0,Positive
2023-05-18 20:24:28+00:00,1659293901637689344,Pesta arak-arak kontingen Indonesia yang berprestasi di SEA Games 2023 digelar di Jakarta. Berikut ini rute dan jadwal selengkapnya! https://t.co/cXlZUKwu7T,detikcom,11,2,Positive
2023-05-18 20:10:54+00:00,1659290485914218496,Buntut dari tragedi SeaGames Indonesia vs Thailand https://t.co/dVHrn8RAvp,arypg_,0,0,Neutral
2023-05-18 20:09:01+00:00,1659290011207110657,Mitoma sejak tahu kalo Jepang satu grup sama Indonesia langsung drop performanya. Takut kah sama juara Sea Games?,gilabola_idn,0,0,Negative
2023-05-18 20:08:45+00:00,1659289946065338368,""" Prediksi Freiburg vs Wolfsburg 20 Mei 2023 ""

Link: https://t.co/OM1aIjOJ3N
Baca Selengkapnya » duniaprediksiliga858,blogspot,com (ubah koma jadi Titik)

#Liga858 #bolabetterpercaya #GermanBundesliga #Freiburg #Wolfsburg #agenjudibola #bolaparlay #SeaGames https://t.co/KkNXjXNLhw",Liga8583,0,0,Positive
2023-05-18 20:08:15+00:00,1659289818441060352,kontingen yang dapet emas di multievent seagames apa rasanya ya yang di arak cuma kontingen sepakbola? tapi tetep kok kalian semua pahlawan olahraga negeri ini🙏,JulizarLutfi,1,0,Negative
2023-05-18 20:08:11+00:00,1659289802443980800,@YoppiOktavianus @kepopteyus @hannagyeongs Badminton dan angkat besi be like : ini arak kelas seagames serius ? Soalnya keseringan kelas Olympic,Ryanagung58468,1,0,Negative
2023-05-18 20:04:06+00:00,1659288772780109824,"Update Perolehan Medali SEA Games 2023, Indonesia Panen Medali Emas di Detik Akhir Ajang SEA Games
 
https://t.co/StmQGsLb9i lewat @tribunnews",asnani_hm,0,0,Neutral
2023-05-18 20:03:37+00:00,1659288653502480386,Satu Medali Emas SEA Games 2023 Cabang Gulat Disumbangkan Bintara Remaja Polda Sumatera Barat https://t.co/lL08MyJL0U,tvOneNews,16,3,Neutral
2023-05-18 20:02:25+00:00,1659288348459143170,"@heeyima @txtdrdinmasjid lah sama?!?!?! gue sempet mau masuk tim basket pas SMA juga tp gajadi wkwkwk tp cukup berprestasi basket, cuma emg kurang diminati aja kalo misal ada pertandingan apa SEINDONESIA pasti nonton gitu kayaknya enggak.  kalo bola? cuma friendly match aja pada nobar, sea games, aff wkw",youdreamies,1,0,Positive
2023-05-18 20:00:54+00:00,1659287970296508416,"@KEMENPORA_RI atlet pro dunia sekelas Aldila Sutjiadi dah tak terlalu pikirkan kirab atau arak-arakan rayakan juara  ASEAN. 
Gak tambah duit!

Dila habis gaet 2 emas &amp; 1 perak SEA Games langsung terbang jauh ke Maroko mau ikut turnamen, habis itu ke Prancis mau ikut Grand Slam French Open 👌 https://t.co/qvN76xIgAv",OptaMola,2,1,Positive
2023-05-18 19:45:00+00:00,1659283967541932051,"Seharusnya olahraga itu untuk menyatukan bangsa, ini malah ada akun provokasi, padahal itu kan Kemenpora yang adain, parade gold medal sea games, jadi semua yang mendapat emas ikut diarak, bukan sepak bola aja, semuanya.",PutraSabar4,0,0,Negative
2023-05-18 19:43:53+00:00,1659283685324247041,"Final Results of the SEA Games Cambodia 2023 📷
Congratulations the winners of the Men’s Doubles:
📷 Pramudya KUSUMAWARDANA/Yeremia E. Y. Y. RAMBITAN 📷
📷 Peeratchai SUKPHUN/Pakkapon TEERARATSAKUL 📷
📷 Muhammad Shohibul FIKRI/Bagas MAULANA 📷 and NGE Joo Jie/Johann PRAJOGO 📷 https://t.co/zjLhX3GueE",KBola89,0,0,Neutral
2023-05-18 19:43:47+00:00,1659283661819379712,"@idextratime @PSSI Maaf ini banyak kontranya sih, terlebih yang nyumbang emas bukan bola aja, ada 86 emas lainnya dari berbagai cabor kalo bisa diarak semua atletnya yang dapet emas, perak dan perunggu, karena mereka semua ikut andil dalam sea games🙏",yoopies_syifaYS,0,0,Negative
2023-05-18 19:41:21+00:00,1659283047207018496,@youdreamies @baeutiareu @txtdrdinmasjid Iya. Kalau aku sih lebih buat Perbasi. Pak Erick itu dulu udah pernah jadi ketum Perbasi. Masih ada saham di klub basket juga. Indonesia jadi tuan rumah basket Dunia dan venue siap. Tim basket putri juara sea games. INI MOMENTNYA PERBASI BUAT BRANDING BASKET. Cuma.. Dananya?😂,heeyima,0,0,Positive
2023-05-18 19:40:30+00:00,1659282837038850048,kalian ngikutin seagames?,JocelynFlorest,0,0,Neutral
2023-05-18 19:38:43+00:00,1659282387849605124,"32 tahun
suharto selesai menjabat.

32 tahun 
emas sepakbola 
di seagames di dapat.",perspektifminor,0,0,Neutral
2023-05-18 19:37:52+00:00,1659282172056858631,@volleyballidn Semoga setternya bawaan BJB bukan yg sea games 🤭,arihartanto19,0,0,Neutral
2023-05-18 19:36:41+00:00,1659281875670818817,"@wlfdeersh @hannagyeongs Tapi kalo pssi punya fasilitas itu kenapa engga digunakan coba🤭 gw yakin atlet yg di sudirman cup sekarang juga dapet fasilitas ok juga, atlet sea games pulang barengan juga happy, jadi sebagai fans jangan terpecah belah si, asalkan bawa nama indo mah dukung",Lia17613823,0,0,Positive
2023-05-18 19:36:11+00:00,1659281747509673985,"Start dari Kemenpora Sea Games 2023 Champions 
KONVOI JUARA, TIMNAS INDONESIA
JUMAT, 19 MEI 2023 PUKUL 08.00 WIB
Titik Kumpul 1: Bundaran HI
Titik Kumpul 2: Plaza Barat GBK
@erickthohir
@PSSI
@AryaSinulingga
#TimnasDay #TimnasDapatEmas #SEAGames2023 https://t.co/Vsb0Rar46L",UntukNetiZen,1,0,Neutral
2023-05-18 19:35:52+00:00,1659281669189414912,@cfc_yos @idextratime Lah emg iyaa sekelas sea games kan?? Minimal dehh asia dulu aja bisa kah?? Wkwkwk,Adekakjill1,0,0,Positive
2023-05-18 19:35:49+00:00,1659281654932729865,"Hari ini! Sea Games 2023 Champions 
KONVOI JUARA, TIMNAS INDONESIA
JUMAT, 19 MEI 2023 PUKUL 08.00 WIB
Titik Kumpul 1: Bundaran HI
Titik Kumpul 2: Plaza Barat GBK
@erickthohir
@PSSI
@AryaSinulingga
#TimnasDay #TimnasDapatEmas #SEAGames2023 https://t.co/w8aN7dD7Yb",UntukNetiZen,1,0,Neutral
2023-05-18 19:35:32+00:00,1659281583889608718,"Di iringi MC ternama. Sea Games 2023 Champions 
KONVOI JUARA, TIMNAS INDONESIA
JUMAT, 19 MEI 2023 PUKUL 08.00 WIB
Titik Kumpul 1: Bundaran HI
Titik Kumpul 2: Plaza Barat GBK
@erickthohir
@PSSI
@AryaSinulingga
#TimnasDay #TimnasDapatEmas #SEAGames2023 https://t.co/FNSLIRCE37",UntukNetiZen,1,0,Neutral
